"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"4c76a353-898a-c122-7a61-62976653273e","Delete resource group","Succeeded","Administrative","Informational","2026-03-29T20:01:34.448Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Resources/subscriptions/resourcegroups","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine Extension","Started","Administrative","Informational","2026-03-29T19:31:56.460Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines/extensions","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev/extensions/NetworkWatcherAgentLinux"
"4c76a353-898a-c122-7a61-62976653273e","Deletes a HubVirtualNetworkConnection","Started","Administrative","Informational","2026-03-29T19:31:56.481Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/hubVirtualNetworkConnections","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/hubVirtualNetworkConnections/conn-vhub-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes Routing Intent child resource of Virtual Hub","Started","Administrative","Informational","2026-03-29T19:31:56.574Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/routingIntent","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/routingIntent/ri-vhub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Firewall Policy Rule Collection Group","Started","Administrative","Informational","2026-03-29T19:31:56.654Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/firewallPolicies/ruleCollectionGroups","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/firewallPolicies/fwpol-hub-dev/ruleCollectionGroups/rcg-hub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes Routing Intent child resource of Virtual Hub","Failed","Administrative","Error","2026-03-29T19:31:56.667Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/routingIntent","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/routingIntent/ri-vhub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes a Bastion Host","Started","Administrative","Informational","2026-03-29T19:31:56.690Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/bastionHosts","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/bastionHosts/bas-vwan-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes a HubVirtualNetworkConnection","Accepted","Administrative","Informational","2026-03-29T19:31:56.762Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/hubVirtualNetworkConnections","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/hubVirtualNetworkConnections/conn-vhub-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete resource diagnostic setting","Started","Administrative","Informational","2026-03-29T19:31:56.769Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Insights/diagnosticSettings","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/azureFirewalls/fw-hub-dev/providers/Microsoft.Insights/diagnosticSettings/diag-fw-hub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine Extension","Started","Administrative","Informational","2026-03-29T19:31:56.834Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines/extensions","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev/extensions/NetworkWatcherAgentLinux"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine Extension","Accepted","Administrative","Informational","2026-03-29T19:31:56.866Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines/extensions","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev/extensions/NetworkWatcherAgentLinux"
"4c76a353-898a-c122-7a61-62976653273e","Deletes a Bastion Host","Accepted","Administrative","Informational","2026-03-29T19:31:56.877Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/bastionHosts","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/bastionHosts/bas-vwan-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine Extension","Accepted","Administrative","Informational","2026-03-29T19:31:57.006Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines/extensions","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev/extensions/NetworkWatcherAgentLinux"
"4c76a353-898a-c122-7a61-62976653273e","Delete Firewall Policy Rule Collection Group","Accepted","Administrative","Informational","2026-03-29T19:31:57.420Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/firewallPolicies/ruleCollectionGroups","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/firewallPolicies/fwpol-hub-dev/ruleCollectionGroups/rcg-hub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete resource diagnostic setting","Succeeded","Administrative","Informational","2026-03-29T19:31:57.426Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Insights/diagnosticSettings","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/azureFirewalls/fw-hub-dev/providers/Microsoft.Insights/diagnosticSettings/diag-fw-hub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes Routing Intent child resource of Virtual Hub","Started","Administrative","Informational","2026-03-29T19:32:09.006Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/routingIntent","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/routingIntent/ri-vhub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes Routing Intent child resource of Virtual Hub","Accepted","Administrative","Informational","2026-03-29T19:32:09.240Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/routingIntent","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/routingIntent/ri-vhub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Power Off Virtual Machine","Started","Administrative","Informational","2026-03-29T19:32:18.635Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Power Off Virtual Machine","Accepted","Administrative","Informational","2026-03-29T19:32:18.932Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine Extension","Succeeded","Administrative","Informational","2026-03-29T19:32:20.885Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines/extensions","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev/extensions/NetworkWatcherAgentLinux"
"4c76a353-898a-c122-7a61-62976653273e","Power Off Virtual Machine","Succeeded","Administrative","Informational","2026-03-29T19:32:27.690Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Power Off Virtual Machine","Started","Administrative","Informational","2026-03-29T19:32:29.277Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Power Off Virtual Machine","Accepted","Administrative","Informational","2026-03-29T19:32:29.449Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine","Started","Administrative","Informational","2026-03-29T19:32:30.528Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine","Accepted","Administrative","Informational","2026-03-29T19:32:30.825Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine Extension","Succeeded","Administrative","Informational","2026-03-29T19:32:30.845Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines/extensions","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev/extensions/NetworkWatcherAgentLinux"
"4c76a353-898a-c122-7a61-62976653273e","Power Off Virtual Machine","Succeeded","Administrative","Informational","2026-03-29T19:32:33.254Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine","Started","Administrative","Informational","2026-03-29T19:32:35.409Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine","Accepted","Administrative","Informational","2026-03-29T19:32:35.581Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine","Succeeded","Administrative","Informational","2026-03-29T19:32:45.589Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Disk","Started","Administrative","Informational","2026-03-29T19:32:46.390Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/disks","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/disks/vm-spoke2-dev_OsDisk_1_504acc4a2d51427d839bea7f144deedf"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Machine","Succeeded","Administrative","Informational","2026-03-29T19:32:46.595Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/virtualMachines","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/virtualMachines/vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Disk","Accepted","Administrative","Informational","2026-03-29T19:32:46.765Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/disks","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/disks/vm-spoke2-dev_OsDisk_1_504acc4a2d51427d839bea7f144deedf"
"4c76a353-898a-c122-7a61-62976653273e","Delete Workspace","Started","Administrative","Informational","2026-03-29T19:32:49.774Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.OperationalInsights/workspaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.OperationalInsights/workspaces/law-hub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Workspace","Accepted","Administrative","Informational","2026-03-29T19:32:50.400Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.OperationalInsights/workspaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.OperationalInsights/workspaces/law-hub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Disk","Started","Administrative","Informational","2026-03-29T19:32:51.860Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/disks","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/disks/vm-spoke1-dev_OsDisk_1_4da92d4447804dc7b4d41a7fd29cbc15"
"4c76a353-898a-c122-7a61-62976653273e","Delete Disk","Accepted","Administrative","Informational","2026-03-29T19:32:52.047Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/disks","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/disks/vm-spoke1-dev_OsDisk_1_4da92d4447804dc7b4d41a7fd29cbc15"
"4c76a353-898a-c122-7a61-62976653273e","Delete Network Interface","Started","Administrative","Informational","2026-03-29T19:32:58.459Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/networkInterfaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/networkInterfaces/nic-vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Network Interface","Accepted","Administrative","Informational","2026-03-29T19:32:58.615Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/networkInterfaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/networkInterfaces/nic-vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Network Interface","Succeeded","Administrative","Informational","2026-03-29T19:33:00.773Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/networkInterfaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Network/networkInterfaces/nic-vm-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Disk","Succeeded","Administrative","Informational","2026-03-29T19:33:02.332Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/disks","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/disks/vm-spoke2-dev_OsDisk_1_504acc4a2d51427d839bea7f144deedf"
"4c76a353-898a-c122-7a61-62976653273e","Delete Network Interface","Started","Administrative","Informational","2026-03-29T19:33:04.261Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/networkInterfaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/networkInterfaces/nic-vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Network Interface","Accepted","Administrative","Informational","2026-03-29T19:33:04.605Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/networkInterfaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/networkInterfaces/nic-vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Network Interface","Succeeded","Administrative","Informational","2026-03-29T19:33:07.122Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/networkInterfaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Network/networkInterfaces/nic-vm-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Disk","Succeeded","Administrative","Informational","2026-03-29T19:33:07.766Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Compute/disks","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Compute/disks/vm-spoke1-dev_OsDisk_1_4da92d4447804dc7b4d41a7fd29cbc15"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Network Subnet","Started","Administrative","Informational","2026-03-29T19:33:09.530Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualNetworks/subnets","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualNetworks/vnet-spoke2-dev/subnets/snet-spoke2-workload"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Network Subnet","Accepted","Administrative","Informational","2026-03-29T19:33:09.796Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualNetworks/subnets","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualNetworks/vnet-spoke2-dev/subnets/snet-spoke2-workload"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Network Subnet","Succeeded","Administrative","Informational","2026-03-29T19:33:10.570Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualNetworks/subnets","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualNetworks/vnet-spoke2-dev/subnets/snet-spoke2-workload"
"4c76a353-898a-c122-7a61-62976653273e","Delete Workspace","Succeeded","Administrative","Informational","2026-03-29T19:33:11.803Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.OperationalInsights/workspaces","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.OperationalInsights/workspaces/law-hub-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Network Subnet","Started","Administrative","Informational","2026-03-29T19:33:15.963Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualNetworks/subnets","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualNetworks/vnet-spoke1-dev/subnets/snet-spoke1-workload"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Network Subnet","Accepted","Administrative","Informational","2026-03-29T19:33:16.120Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualNetworks/subnets","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualNetworks/vnet-spoke1-dev/subnets/snet-spoke1-workload"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Network Subnet","Succeeded","Administrative","Informational","2026-03-29T19:33:16.988Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualNetworks/subnets","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualNetworks/vnet-spoke1-dev/subnets/snet-spoke1-workload"
"4c76a353-898a-c122-7a61-62976653273e","Gets a Bastion Host","Running","Administrative","Informational","2026-03-29T19:33:57.013Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/bastionHosts","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourcegroups/rg-layer3-vwan-dev/providers/Microsoft.Network/bastionHosts/bas-vwan-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes a HubVirtualNetworkConnection","Succeeded","Administrative","Informational","2026-03-29T19:34:26.054Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/hubVirtualNetworkConnections","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/hubVirtualNetworkConnections/conn-vhub-spoke2-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes a HubVirtualNetworkConnection","Started","Administrative","Informational","2026-03-29T19:34:34.295Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/hubVirtualNetworkConnections","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/hubVirtualNetworkConnections/conn-vhub-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Deletes a HubVirtualNetworkConnection","Accepted","Administrative","Informational","2026-03-29T19:34:34.482Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualHubs/hubVirtualNetworkConnections","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualHubs/vhub-hubspoke-dev/hubVirtualNetworkConnections/conn-vhub-spoke1-dev"
"4c76a353-898a-c122-7a61-62976653273e","Delete Virtual Network","Started","Administrative","Informational","2026-03-29T19:34:34.675Z","5b043fc5-954d-4e2c-b5e5-84d46ec836d0","github-actions-hub-spoke","Microsoft.Network/virtualNetworks","rg-layer3-vwan-dev","/subscriptions/5b043fc5-954d-4e2c-b5e5-84d46ec836d0/resourceGroups/rg-layer3-vwan-dev/providers/Microsoft.Network/virtualNetworks/vnet-spoke2-dev"
